Vehicle_ID,Route_Order,Destination,Order_Number,Box_ID,Stacking_Order,Lower_Left_X,Lower_Left_Y,Lower_Left_Z,Longitude,Latitude,Box_Width,Box_Length,Box_Height,Volume
0,55,D_00158,230,B_00230,12,0.0,0.0,150.0,129.007927,35.095504,30,50,40,60000
0,56,D_00151,219,B_00219,11,100.0,0.0,80.0,129.004419,35.09026,30,50,40,60000
0,57,D_00159,232,B_00232,10,50.0,0.0,100.0,129.004723,35.102571,50,60,50,150000
0,58,D_00159,231,B_00231,9,130.0,0.0,50.0,129.004723,35.102571,30,50,40,60000
0,59,D_00167,243,B_00243,8,0.0,0.0,100.0,129.003254,35.102601,50,60,50,150000
0,60,D_00149,217,B_00217,7,100.0,0.0,50.0,128.998112,35.103698,30,40,30,36000
0,61,D_00017,25,B_00025,6,50.0,0.0,50.0,129.057319,35.151989,50,60,50,150000
0,62,D_00011,16,B_00016,5,0.0,0.0,50.0,129.061119,35.15978,50,60,50,150000
0,63,D_00021,29,B_00029,4,110.0,0.0,0.0,129.067963,35.163559,50,60,50,150000
0,64,D_00012,17,B_00017,3,80.0,0.0,0.0,129.073719,35.174803,30,50,40,60000
0,65,D_00013,19,B_00019,2,30.0,0.0,0.0,129.068896,35.176189,50,60,50,150000
0,66,D_00049,67,B_00067,1,0.0,0.0,0.0,129.072464,35.178654,30,40,30,36000
0,67,Depot,,,,,,,,,,,,
1,1,Depot,,,,,,,,,,,,
1,2,D_00015,23,B_00023,76,50.0,230.0,70.0,129.065941,35.175169,30,50,40,60000
1,3,D_00052,72,B_00072,75,50.0,230.0,30.0,129.052021,35.177734,30,50,40,60000
1,4,D_00031,43,B_00043,74,0.0,230.0,90.0,129.05286,35.182368,50,60,50,150000
1,5,D_00046,64,B_00064,73,0.0,230.0,30.0,129.052123,35.177994,50,60,50,150000
1,6,D_00006,8,B_00008,72,30.0,230.0,0.0,129.053038,35.178293,30,40,30,36000
1,7,D_00026,37,B_00037,71,0.0,230.0,0.0,129.051086,35.176786,30,40,30,36000
1,8,D_00050,69,B_00069,70,130.0,170.0,130.0,129.045599,35.178636,30,50,40,60000
1,9,D_00050,70,B_00070,69,100.0,170.0,130.0,129.045599,35.178636,30,50,40,60000
1,10,D_00045,63,B_00063,68,130.0,170.0,70.0,129.045096,35.177108,30,40,30,36000
1,11,D_00045,62,B_00062,67,110.0,160.0,100.0,129.045096,35.177108,30,40,30,36000
1,12,D_00022,30,B_00030,66,80.0,170.0,100.0,129.047722,35.184973,30,40,30,36000
1,13,D_00031,44,B_00044,65,50.0,170.0,100.0,129.05286,35.182368,30,50,40,60000
1,14,D_00053,74,B_00074,64,70.0,150.0,140.0,129.051667,35.176709,30,40,30,36000
1,15,D_00052,73,B_00073,63,130.0,170.0,40.0,129.052021,35.177734,30,40,30,36000
1,16,D_00008,11,B_00011,62,30.0,150.0,150.0,129.050358,35.172249,30,50,40,60000
1,17,D_00008,12,B_00012,61,80.0,180.0,50.0,129.050358,35.172249,50,60,50,150000
1,18,D_00055,77,B_00077,60,0.0,150.0,150.0,129.042749,35.162679,30,40,30,36000
1,19,D_00051,71,B_00071,59,130.0,160.0,0.0,129.041795,35.162733,30,50,40,60000
1,20,D_00030,42,B_00042,58,80.0,180.0,0.0,129.038775,35.170402,50,60,50,150000
1,21,D_00020,28,B_00028,57,0.0,150.0,100.0,129.034684,35.166318,50,60,50,150000
1,22,D_00057,80,B_00080,56,30.0,170.0,50.0,129.036339,35.166196,50,60,50,150000
1,23,D_00007,10,B_00010,55,0.0,170.0,50.0,129.025646,35.161635,30,50,40,60000
1,24,D_00007,9,B_00009,54,60.0,100.0,140.0,129.025646,35.161635,30,50,40,60000
1,25,D_00036,49,B_00049,53,30.0,100.0,140.0,129.025641,35.15949,30,40,30,36000
1,26,D_00047,65,B_00065,52,50.0,150.0,0.0,129.02505,35.15442,30,40,30,36000
1,27,D_00003,3,B_00003,51,0.0,170.0,0.0,129.026275,35.152292,50,60,50,150000
1,28,D_00004,6,B_00006,50,100.0,110.0,130.0,129.022085,35.150768,50,60,50,150000
1,29,D_00024,34,B_00034,49,0.0,100.0,130.0,129.026056,35.150653,30,50,40,60000
1,30,D_00024,33,B_00033,48,130.0,110.0,90.0,129.026056,35.150653,30,40,30,36000
1,31,D_00004,5,B_00005,47,100.0,110.0,90.0,129.022085,35.150768,30,50,40,60000
1,32,D_00032,45,B_00045,46,50.0,110.0,90.0,129.018249,35.149394,50,60,50,150000
1,33,D_00037,50,B_00050,45,130.0,120.0,40.0,129.018029,35.150288,30,50,40,60000
1,34,D_00058,81,B_00081,44,80.0,120.0,40.0,129.020046,35.144836,50,60,50,150000
1,35,D_00041,57,B_00057,43,0.0,100.0,100.0,129.018715,35.148984,30,40,30,36000
1,36,D_00038,52,B_00052,42,0.0,60.0,130.0,129.016391,35.144749,30,40,30,36000
1,37,D_00001,1,B_00001,41,80.0,40.0,140.0,129.033916,35.149045,30,40,30,36000
1,38,D_00039,53,B_00053,40,50.0,50.0,140.0,129.034762,35.146514,30,50,40,60000
1,39,D_00033,46,B_00046,39,110.0,110.0,0.0,129.034616,35.147155,30,50,40,60000
1,40,D_00039,54,B_00054,38,80.0,110.0,0.0,129.034762,35.146514,30,50,40,60000
1,41,D_00040,55,B_00055,37,50.0,110.0,30.0,129.036664,35.1494,30,50,40,60000
1,42,D_00040,56,B_00056,36,50.0,110.0,0.0,129.036664,35.1494,30,40,30,36000
1,43,D_00029,41,B_00041,35,0.0,110.0,50.0,129.035871,35.147433,50,60,50,150000
1,44,D_00035,48,B_00048,34,0.0,110.0,0.0,129.040025,35.152192,50,60,50,150000
1,45,D_00010,14,B_00014,33,60.0,50.0,100.0,129.049007,35.15335,30,40,30,36000
1,46,D_00010,15,B_00015,32,30.0,60.0,100.0,129.049007,35.15335,30,50,40,60000
1,47,D_00054,75,B_00075,31,0.0,60.0,100.0,129.054156,35.147536,30,40,30,36000
1,48,D_00054,76,B_00076,30,90.0,50.0,90.0,129.054156,35.147536,50,60,50,150000
1,49,D_00005,7,B_00007,29,60.0,60.0,70.0,129.06169,35.147128,30,40,30,36000
1,50,D_00018,26,B_00026,28,30.0,60.0,70.0,129.059546,35.142568,30,40,30,36000
1,51,D_00028,39,B_00039,27,0.0,60.0,60.0,129.0606,35.142604,30,50,40,60000
1,52,D_00023,31,B_00031,26,120.0,60.0,0.0,129.062335,35.143562,30,50,40,60000
1,53,D_00023,32,B_00032,25,90.0,60.0,40.0,129.062335,35.143562,50,60,50,150000
1,54,D_00028,40,B_00040,24,90.0,60.0,0.0,129.0606,35.142604,30,50,40,60000
1,55,D_00115,169,B_00169,23,60.0,60.0,40.0,129.06626,35.139931,30,40,30,36000
1,56,D_00106,155,B_00155,22,30.0,60.0,40.0,129.067679,35.134294,30,40,30,36000
1,57,D_00128,187,B_00187,21,0.0,60.0,30.0,129.075227,35.134173,30,40,30,36000
1,58,D_00122,178,B_00178,20,60.0,50.0,0.0,129.076695,35.136512,30,50,40,60000
1,59,D_00122,179,B_00179,19,30.0,60.0,0.0,129.076695,35.136512,30,50,40,60000
1,60,D_00105,153,B_00153,18,0.0,60.0,0.0,129.074257,35.136363,30,40,30,36000
1,61,D_00098,142,B_00142,17,110.0,0.0,120.0,129.069024,35.135589,30,50,40,60000
1,62,D_00135,197,B_00197,16,80.0,0.0,150.0,129.069602,35.131978,30,40,30,36000
1,63,D_00106,156,B_00156,15,80.0,0.0,120.0,129.067679,35.134294,30,40,30,36000
1,64,D_00135,196,B_00196,14,40.0,0.0,150.0,129.069602,35.131978,30,50,40,60000
1,65,D_00100,145,B_00145,13,0.0,0.0,150.0,129.069358,35.126716,30,50,40,60000
1,66,D_00120,176,B_00176,12,110.0,0.0,90.0,129.070593,35.125578,30,40,30,36000
1,67,D_00120,175,B_00175,11,80.0,0.0,90.0,129.070593,35.125578,30,40,30,36000
1,68,D_00105,154,B_00154,10,50.0,0.0,90.0,129.074257,35.136363,30,50,40,60000
1,69,D_00107,157,B_00157,9,130.0,0.0,50.0,129.071514,35.142264,30,50,40,60000
1,70,D_00107,158,B_00158,8,0.0,0.0,100.0,129.071514,35.142264,50,60,50,150000
1,71,D_00116,170,B_00170,7,100.0,0.0,50.0,129.07731,35.144025,30,50,40,60000
1,72,D_00025,35,B_00035,6,50.0,0.0,40.0,129.066255,35.153821,50,60,50,150000
1,73,D_00056,79,B_00079,5,0.0,0.0,50.0,129.068485,35.159877,50,60,50,150000
1,74,D_00002,2,B_00002,4,110.0,0.0,0.0,129.071372,35.159031,50,60,50,150000
1,75,D_00056,78,B_00078,3,80.0,0.0,0.0,129.068485,35.159877,30,50,40,60000
1,76,D_00009,13,B_00013,2,50.0,0.0,0.0,129.066877,35.166165,30,50,40,60000
1,77,D_00049,68,B_00068,1,0.0,0.0,0.0,129.072464,35.178654,50,60,50,150000
1,78,Depot,,,,,,,,,,,,
2,1,Depot,,,,,,,,,,,,
2,2,D_00289,421,B_00421,66,0.0,230.0,50.0,129.084868,35.185169,50,60,50,150000
2,3,D_00290,422,B_00422,65,40.0,160.0,150.0,129.085466,35.181405,30,40,30,36000
2,4,D_00296,430,B_00430,64,130.0,180.0,70.0,129.090659,35.176499,30,40,30,36000
2,5,D_00299,435,B_00435,63,0.0,160.0,150.0,129.09405,35.174711,30,50,40,60000
2,6,D_00206,298,B_00298,62,130.0,160.0,40.0,129.099938,35.176668,30,40,30,36000
2,7,D_00217,314,B_00314,61,100.0,180.0,100.0,129.10322,35.172546,50,60,50,150000
2,8,D_00203,294,B_00294,60,100.0,180.0,70.0,129.110674,35.170143,30,40,30,36000
2,9,D_00216,312,B_00312,59,50.0,180.0,100.0,129.114386,35.167044,50,60,50,150000
2,10,D_00208,300,B_00300,58,120.0,100.0,140.0,129.111736,35.168303,30,40,30,36000
2,11,D_00208,301,B_00301,57,0.0,170.0,100.0,129.111736,35.168303,50,60,50,150000
2,12,D_00223,323,B_00323,56,90.0,120.0,140.0,129.116841,35.164317,30,50,40,60000
2,13,D_00216,313,B_00313,55,100.0,180.0,30.0,129.114386,35.167044,30,50,40,60000
2,14,D_00219,317,B_00317,54,50.0,180.0,50.0,129.115064,35.168489,50,60,50,150000
2,15,D_00211,305,B_00305,53,0.0,170.0,50.0,129.111272,35.166514,50,60,50,150000
2,16,D_00210,304,B_00304,52,0.0,120.0,140.0,129.110588,35.163843,30,40,30,36000
2,17,D_00201,292,B_00292,51,130.0,170.0,0.0,129.105772,35.159975,30,50,40,60000
2,18,D_00204,295,B_00295,50,100.0,170.0,0.0,129.115,35.157358,30,40,30,36000
2,19,D_00220,318,B_00318,49,60.0,120.0,130.0,129.114995,35.154554,30,40,30,36000
2,20,D_00212,307,B_00307,48,50.0,180.0,0.0,129.109916,35.153105,50,60,50,150000
2,21,D_00212,306,B_00306,47,0.0,180.0,0.0,129.109916,35.153105,50,60,50,150000
2,22,D_00209,303,B_00303,46,30.0,120.0,130.0,129.110361,35.15274,30,40,30,36000
2,23,D_00209,302,B_00302,45,0.0,120.0,110.0,129.110361,35.15274,30,40,30,36000
2,24,D_00199,290,B_00290,44,90.0,120.0,90.0,129.103703,35.141696,50,60,50,150000
2,25,D_00199,289,B_00289,43,60.0,120.0,90.0,129.103703,35.141696,30,50,40,60000
2,26,D_00129,188,B_00188,42,30.0,120.0,90.0,129.107122,35.138041,30,50,40,60000
2,27,D_00132,193,B_00193,41,0.0,120.0,80.0,129.10434,35.137625,30,40,30,36000
2,28,D_00103,150,B_00150,40,110.0,120.0,40.0,129.103842,35.136521,30,40,30,36000
2,29,D_00129,189,B_00189,39,60.0,120.0,40.0,129.107122,35.138041,50,60,50,150000
2,30,D_00103,151,B_00151,38,30.0,120.0,50.0,129.103842,35.136521,30,50,40,60000
2,31,D_00099,144,B_00144,37,0.0,120.0,50.0,129.101153,35.135662,30,40,30,36000
2,32,D_00099,143,B_00143,36,130.0,50.0,140.0,129.101153,35.135662,30,50,40,60000
2,33,D_00126,184,B_00184,35,100.0,50.0,140.0,129.109204,35.120057,30,40,30,36000
2,34,D_00126,185,B_00185,34,110.0,120.0,0.0,129.109204,35.120057,30,50,40,60000
2,35,D_00111,163,B_00163,33,80.0,120.0,0.0,129.115372,35.120226,30,40,30,36000
2,36,D_00121,177,B_00177,32,50.0,120.0,0.0,129.114334,35.114908,30,50,40,60000
2,37,D_00123,180,B_00180,31,0.0,120.0,0.0,129.111484,35.111022,50,60,50,150000
2,38,D_00109,161,B_00161,30,50.0,60.0,130.0,129.11179,35.108514,50,60,50,150000
2,39,D_00123,181,B_00181,29,0.0,50.0,150.0,129.111484,35.111022,30,50,40,60000
2,40,D_00104,152,B_00152,28,120.0,0.0,140.0,129.111516,35.117413,30,50,40,60000
2,41,D_00108,159,B_00159,27,90.0,0.0,140.0,129.094705,35.124453,30,40,30,36000
2,42,D_00108,160,B_00160,26,60.0,0.0,140.0,129.094705,35.124453,30,50,40,60000
2,43,D_00117,171,B_00171,25,30.0,0.0,140.0,129.090927,35.1283,30,40,30,36000
2,44,D_00125,183,B_00183,24,0.0,0.0,120.0,129.087792,35.126047,30,50,40,60000
2,45,D_00134,195,B_00195,23,110.0,60.0,90.0,129.086537,35.12239,50,60,50,150000
2,46,D_00119,174,B_00174,22,80.0,60.0,100.0,129.085082,35.12024,30,40,30,36000
2,47,D_00118,173,B_00173,21,50.0,60.0,100.0,129.094002,35.130949,30,40,30,36000
2,48,D_00130,190,B_00190,20,0.0,60.0,100.0,129.090592,35.131124,50,60,50,150000
2,49,D_00127,186,B_00186,19,130.0,60.0,50.0,129.086588,35.131205,30,50,40,60000
2,50,D_00102,148,B_00148,18,100.0,60.0,50.0,129.090776,35.134223,30,50,40,60000
2,51,D_00117,172,B_00172,17,50.0,60.0,50.0,129.090927,35.1283,50,60,50,150000
2,52,D_00130,191,B_00191,16,0.0,60.0,50.0,129.090592,35.131124,50,60,50,150000
2,53,D_00102,149,B_00149,15,100.0,60.0,0.0,129.090776,35.134223,50,60,50,150000
2,54,D_00114,167,B_00167,14,50.0,60.0,0.0,129.092379,35.131901,50,60,50,150000
2,55,D_00114,168,B_00168,13,0.0,60.0,0.0,129.092379,35.131901,50,60,50,150000
2,56,D_00124,182,B_00182,12,130.0,0.0,90.0,129.095057,35.133545,30,50,40,60000
2,57,D_00112,164,B_00164,11,80.0,0.0,90.0,129.089287,35.133687,50,60,50,150000
2,58,D_00131,192,B_00192,10,30.0,0.0,90.0,129.087817,35.135377,50,60,50,150000
2,59,D_00113,165,B_00165,9,0.0,0.0,90.0,129.084187,35.139637,30,40,30,36000
2,60,D_00110,162,B_00162,8,100.0,0.0,40.0,129.087592,35.140751,50,60,50,150000
2,61,D_00133,194,B_00194,7,120.0,0.0,0.0,129.084479,35.138525,30,40,30,36000
2,62,D_00113,166,B_00166,6,50.0,0.0,40.0,129.084187,35.139637,50,60,50,150000
2,63,D_00101,146,B_00146,5,0.0,0.0,40.0,129.077962,35.145218,50,60,50,150000
2,64,D_00101,147,B_00147,4,90.0,0.0,0.0,129.077962,35.145218,30,50,40,60000
2,65,D_00025,36,B_00036,3,60.0,0.0,0.0,129.066255,35.153821,30,40,30,36000
2,66,D_00012,18,B_00018,2,30.0,0.0,0.0,129.073719,35.174803,30,50,40,60000
2,67,D_00019,27,B_00027,1,0.0,0.0,0.0,129.071598,35.177147,30,50,40,60000
2,68,Depot,,,,,,,,,,,,
3,1,Depot,,,,,,,,,,,,
3,2,D_00287,417,B_00417,16,130.0,60.0,0.0,129.082678,35.168215,30,50,40,60000
3,3,D_00287,416,B_00416,15,100.0,60.0,0.0,129.082678,35.168215,30,50,40,60000
3,4,D_00217,315,B_00315,14,50.0,60.0,0.0,129.10322,35.172546,50,60,50,150000
3,5,D_00213,309,B_00309,13,130.0,0.0,80.0,129.11019,35.175745,30,40,30,36000
3,6,D_00222,322,B_00322,12,0.0,60.0,0.0,129.117467,35.172361,50,60,50,150000
3,7,D_00225,327,B_00327,11,80.0,0.0,100.0,129.107899,35.175162,50,60,50,150000
3,8,D_00294,428,B_00428,10,50.0,0.0,90.0,129.106487,35.18116,30,40,30,36000
3,9,D_00221,320,B_00320,9,0.0,0.0,90.0,129.103906,35.180255,50,60,50,150000
3,10,D_00294,427,B_00427,8,130.0,0.0,50.0,129.106487,35.18116,30,40,30,36000
3,11,D_00221,319,B_00319,7,80.0,0.0,50.0,129.103906,35.180255,50,60,50,150000
3,12,D_00286,415,B_00415,6,30.0,0.0,40.0,129.091991,35.189053,50,60,50,150000
3,13,D_00283,412,B_00412,5,0.0,0.0,40.0,129.092932,35.188017,30,50,40,60000
3,14,D_00283,411,B_00411,4,90.0,0.0,0.0,129.092932,35.188017,50,60,50,150000
3,15,D_00300,437,B_00437,3,60.0,0.0,0.0,129.095908,35.187242,30,40,30,36000
3,16,D_00300,436,B_00436,2,30.0,0.0,0.0,129.095908,35.187242,30,50,40,60000
3,17,D_00298,434,B_00434,1,0.0,0.0,0.0,129.088084,35.186753,30,50,40,60000
3,18,Depot,,,,,,,,,,,,
4,1,Depot,,,,,,,,,,,,
4,2,D_00072,105,B_00105,73,110.0,170.0,140.0,129.085612,35.19651,30,50,40,60000
4,3,D_00070,103,B_00103,72,100.0,220.0,40.0,129.088869,35.196986,50,60,50,150000
4,4,D_00083,121,B_00121,71,80.0,180.0,140.0,129.084811,35.196572,30,50,40,60000
4,5,D_00073,107,B_00107,70,50.0,180.0,140.0,129.099033,35.199112,30,40,30,36000
4,6,D_00074,108,B_00108,69,0.0,160.0,150.0,129.098934,35.205602,30,50,40,60000
4,7,D_00087,127,B_00127,68,110.0,120.0,150.0,129.099481,35.208707,30,40,30,36000
4,8,D_00281,409,B_00409,67,130.0,220.0,0.0,129.102175,35.213857,30,40,30,36000
4,9,D_00267,387,B_00387,66,100.0,220.0,0.0,129.104588,35.215196,30,50,40,60000
4,10,D_00263,383,B_00383,65,50.0,220.0,0.0,129.114558,35.226254,50,60,50,150000
4,11,D_00256,371,B_00371,64,130.0,90.0,80.0,129.115184,35.227835,30,40,30,36000
4,12,D_00256,370,B_00370,63,130.0,170.0,0.0,129.115184,35.227835,30,50,40,60000
4,13,D_00272,393,B_00393,62,100.0,180.0,90.0,129.116566,35.226128,50,60,50,150000
4,14,D_00272,394,B_00394,61,100.0,170.0,0.0,129.116566,35.226128,30,50,40,60000
4,15,D_00270,391,B_00391,60,50.0,180.0,90.0,129.110759,35.221575,50,60,50,150000
4,16,D_00260,379,B_00379,59,30.0,100.0,140.0,129.114332,35.21535,30,50,40,60000
4,17,D_00260,378,B_00378,58,0.0,110.0,120.0,129.114332,35.21535,30,50,40,60000
4,18,D_00253,367,B_00367,57,0.0,160.0,100.0,129.147706,35.222051,50,60,50,150000
4,19,D_00250,363,B_00363,56,110.0,160.0,40.0,129.156381,35.232667,50,60,50,150000
4,20,D_00235,340,B_00340,55,80.0,160.0,50.0,129.157381,35.231928,30,50,40,60000
4,21,D_00235,341,B_00341,54,50.0,170.0,50.0,129.157381,35.231928,30,40,30,36000
4,22,D_00250,362,B_00362,53,0.0,170.0,50.0,129.156381,35.232667,50,60,50,150000
4,23,D_00236,342,B_00342,52,50.0,160.0,0.0,129.150604,35.223429,50,60,50,150000
4,24,D_00253,366,B_00366,51,0.0,180.0,0.0,129.147706,35.222051,50,60,50,150000
4,25,D_00233,338,B_00338,50,110.0,120.0,110.0,129.131552,35.212053,30,50,40,60000
4,26,D_00233,337,B_00337,49,110.0,120.0,0.0,129.131552,35.212053,30,50,40,60000
4,27,D_00248,358,B_00358,48,130.0,90.0,50.0,129.124791,35.2108,30,40,30,36000
4,28,D_00248,359,B_00359,47,60.0,120.0,110.0,129.124791,35.2108,50,60,50,150000
4,29,D_00252,365,B_00365,46,80.0,100.0,60.0,129.122834,35.209809,50,60,50,150000
4,30,D_00226,328,B_00328,45,30.0,110.0,100.0,129.125413,35.208072,30,50,40,60000
4,31,D_00249,360,B_00360,44,0.0,110.0,80.0,129.130954,35.195041,30,50,40,60000
4,32,D_00247,357,B_00357,43,80.0,100.0,30.0,129.131572,35.196856,30,40,30,36000
4,33,D_00251,364,B_00364,42,30.0,110.0,50.0,129.133095,35.198176,50,60,50,150000
4,34,D_00247,356,B_00356,41,0.0,110.0,50.0,129.131572,35.196856,30,40,30,36000
4,35,D_00230,333,B_00333,40,80.0,100.0,0.0,129.132459,35.196676,30,40,30,36000
4,36,D_00249,361,B_00361,39,50.0,120.0,0.0,129.130954,35.195041,30,40,30,36000
4,37,D_00231,335,B_00335,38,0.0,120.0,0.0,129.128947,35.192031,50,60,50,150000
4,38,D_00239,346,B_00346,37,60.0,60.0,150.0,129.127449,35.192478,30,40,30,36000
4,39,D_00229,332,B_00332,36,110.0,60.0,0.0,129.128336,35.189918,50,60,50,150000
4,40,D_00231,334,B_00334,35,30.0,60.0,150.0,129.128947,35.192031,30,40,30,36000
4,41,D_00243,350,B_00350,34,90.0,60.0,110.0,129.12608,35.18719,50,60,50,150000
4,42,D_00243,351,B_00351,33,60.0,60.0,110.0,129.12608,35.18719,30,50,40,60000
4,43,D_00238,345,B_00345,32,30.0,60.0,120.0,129.125001,35.177393,30,40,30,36000
4,44,D_00244,352,B_00352,31,0.0,60.0,120.0,129.133277,35.173368,30,50,40,60000
4,45,D_00242,349,B_00349,30,120.0,40.0,50.0,129.157018,35.165283,30,50,40,60000
4,46,D_00228,331,B_00331,29,90.0,50.0,70.0,129.162275,35.161357,30,50,40,60000
4,47,D_00241,348,B_00348,28,60.0,50.0,70.0,129.170393,35.161108,30,50,40,60000
4,48,D_00237,343,B_00343,27,30.0,60.0,80.0,129.171179,35.166166,30,50,40,60000
4,49,D_00227,329,B_00329,26,0.0,60.0,80.0,129.200608,35.182562,30,50,40,60000
4,50,D_00234,339,B_00339,25,80.0,50.0,40.0,129.203684,35.18721,30,40,30,36000
4,51,D_00245,353,B_00353,24,30.0,40.0,50.0,129.20222,35.185422,30,40,30,36000
4,52,D_00227,330,B_00330,23,0.0,60.0,40.0,129.200608,35.182562,30,50,40,60000
4,53,D_00246,355,B_00355,22,80.0,50.0,0.0,129.176386,35.177842,30,50,40,60000
4,54,D_00246,354,B_00354,21,30.0,60.0,0.0,129.176386,35.177842,50,60,50,150000
4,55,D_00237,344,B_00344,20,0.0,60.0,0.0,129.171179,35.166166,30,50,40,60000
